Date,City,Cause of Death
11/18/2011,Karachi -  Pakistan,Suicide
7/28/2013,K2 Camp III -  Pakistan,Other Accident
12/28/2013,Gujrat -  Pakistan,Homicide
2/20/2014,Multan  - Punjab,Veh. Accid-Motorcy.
2/27/2014,Attock - Punjab,Veh. Accid-Auto
2/27/2014,Attock - Punjab,Veh. Accid-Auto
2/27/2014,Attock - Punjab,Veh. Accid-Other
4/16/2014,Attock - Punjab,Homicide
5/26/2014,Chanab Nagar - Punjab,Homicide
2/8/2015,Kharian -  District Gujrat -  Punjab,Homicide
6/17/2015,,Homicide
7/21/2015,Karachi -  Sindh,Veh. Accid-Auto
9/17/2015,Kallar Kahar,Veh. Accid-Auto
10/29/2016,Karachi - Sindh,Terrorist Action
2/14/2017,Khyber Pakhtunkhwa,Unknown/Undetermined
11/29/2017,Islamabad,Terrorist Action
12/30/2017,Rawalpindi -  Punjab,Veh. Accid-Auto
1/25/2018,Sialkot Cantt -  Punjab,Veh. Accid-Pedestr.
8/5/2018,Gujrat -  Punjab,Veh. Accid-Auto
3/18/2019,Rawalpindi -  Pakistan,Homicide
3/30/2019,Islamabad -  Pakistan,Drowning
12/22/2003,Koror -  Palau,Homicide
5/17/2004,Blue Corner Dive Site -  Koror -  Palau,Drowning
6/27/2005,Koror -  Palau,Maritime Accident
11/21/2002,Campo Lindberg -  Panama,Suicide
1/6/2003,Bocas Del Toro -  Panama,Drowning
5/29/2003,Calidonia -  Panama,Veh. Accident-Auto
5/31/2003,Bella Vista -  Panama,Suicide
11/8/2003,Canglon -  Darien -  Panama,Air Accident
5/14/2004,Isla Bocas -  Bocas Del Toro -  Panama,Air Accident
5/28/2004,Panama City -  Panama,Homicide
6/4/2004,Gamboa -  Panama Province -  Panama,Homicide
7/2/2004,Tocumen International Airport -  Panama,Air Accident
7/2/2004,Tocumen International Airport -  Panama,Air Accident
7/2/2004,Tocumen International Airport -  Panama,Air Accident
7/2/2004,Tocumen International Airport -  Panama,Air Accident
7/24/2004,Los Algarrobos -  Dolega -  Chiriqui -  Panama,Veh. Accident-Auto
9/5/2004,Panama City -  Panama,Other Accident
12/20/2004,Panama City -  Panama,Other Accident
2/5/2005,Santo Domingo -  Las Tablas -  Los Santos Province -  Panama,Veh. Accident-Auto
2/5/2005,Via Interamericana -  El Coco -  Penonome -  Cocle Province -  Panama,Veh. Accident-Auto
4/16/2005,Panama City -  Panama,Other Accident
4/20/2005,Panama City -  Panama,Homicide
11/25/2005,Majagua River -  David -  Province Of Chiriqui -  Panama,Drowning
12/21/2005,Transismica Road -  Buena Vista -  Colon -  Panama,Veh. Accident-Auto
2/21/2006,Chiriqui -  Panama,Other Accident
4/26/2006,Las Lajas -  San Felix -  Chiriqui -  Panama,Drowning
6/14/2006,Panama City -  Panama,Homicide
7/25/2006,Highway Br 050 -  Km 150 -  Panama,Veh. Accident-Auto
1/9/2007,Granito De Oro Island -  Montijo -  Veraguas -  Panama,Drowning - Ocean¬†
4/6/2007,Cerro La Cruz -  El Valle Anton -  Panama,Other Accident
4/6/2007,El Valle -  Anton -  Cocle -  Panama,Veh. Accident-Auto
7/8/2007,Chame -  Espave -  Panama,Veh. Accid-Motorcy.
10/14/2007,San Felipe -  Las Bovedas Beach Catedral -  Panama City -  Panama,Drowning
12/23/2007,Boquete -  Alto Chiriqui -  Chiriqui -  Panama,Air Accident
12/23/2007,Boquete -  Alto Chiriqui -  Chiriqui -  Panama,Air Accident
1/27/2008,Kilometer 56 -  Changuinola -  Almirante -  Bocas Del Toro -  Panama,Veh. Accid-Auto
3/4/2008,Playa Wizard -  Bastimentos -  Bocas Del Toro Island -  Bocas Del Toro,Drowning
3/9/2008,Las Uvas -  San Carlos -  Chame -  Panama,Veh. Accid-Auto
3/25/2008,Nombre De Dios - santa Isabel District -  Colon,Veh. Accid-Auto
4/10/2008,Playa Leona -  La Chorrera -  Panama,Veh. Accid-Auto
7/17/2008,Bocas Del Toro -  Panama,Drowning
9/5/2008,Panama City -  Panama,Suicide
9/12/2008,Bocas Del Toro -  Panama,Homicide
9/21/2008,San Miguelito -  Panama,Homicide
12/7/2008,Carrasquilla -  Panama,Veh. Accid-Pedestr.
1/17/2009,San Francisco -  Panama -  Panama,Maritime Accident
2/28/2009,Juan Diaz -  Panama -  Panama,Homicide
5/27/2009,Chame -  Espave -  Panama,Homicide
7/11/2009,District of Alanje  - Province Of Chiriqui -  Panama,Drowning
9/17/2009,Chiriqui -  Panama,Suicide
9/19/2009,Punta Prieta -   - Chame -  Panama,Other Accident
2/19/2010,Panama City -  Panama,Homicide
3/29/2010,Dolega -  Panama,Homicide
12/6/2010,Chiriqui -  Panama,Suicide
2/1/2011,Calidonia -  Panama,Other Accident
4/1/2011,Chiriqui -  Panama,Suicide
4/5/2011,San Bartolo - Veraguas -  Panama,Suicide
5/3/2011,Anton -  Santa Clara. - Panama,Veh. Accid-Auto
12/3/2011,Chame -  Panama,Air Accident
1/10/2012,Boquete -  Chiriqui -  Panama,Vehicle Accident - Auto
3/29/2012,Panama City -  Panama,Suicide
4/6/2012,Panama City -  Panama,Air Accident
4/19/2012,Panama City -  Panama,Homicide
4/19/2012,Panama City -  Panama,Homicide
4/29/2012,Panama City -  Panama,Suicide
5/23/2012,Montijo -  Veraguas -  Panama,Drowning
6/2/2012,Alanje -  Chiriqui -  Panama,Drowning
9/7/2012,Panama -  Panama,Homicide
12/29/2012,Palenque -  Colon -  Panama,Homicide
4/9/2013,La Guadalupe -  Chorrera -  Panama,Maritime Accident
7/10/2013,Royal Parks -  Panama,Suicide
12/31/2013,La Chorrera -  Panama ,Suicide
1/14/2014,Boca Chica - Chiriqui,Veh. Accid-Other
1/27/2014,Chiriqui,Other Accident
6/22/2014,La Mata - Santiago,Suicide
7/12/2014, Dolega - Chiriqui,Homicide
12/6/2014,Pedasi - Los Santos,Drowning
12/8/2014,Bocas Del Toro,Homicide
1/16/2015,Chame,Veh. Accid-Bus
1/16/2015,San Carlos -  Panama Oeste,Veh. Accid-Bus
6/1/2015,La Palma -  Darien,Drowning
6/1/2015,La Palma -  Darien,Drowning
8/13/2015,Panama City,Suicide
8/16/2015,Panama City,Homicide
9/3/2015,Penonome,Drug-Related
11/16/2015,Los Santos,Veh. Accid-Auto
2/17/2016,Bocos Del Toro,Other Accident
3/2/2016,Playa Banco Montijo,Drowning
5/30/2016,Chitre,Suicide
7/19/2016,San Felix -  Chiriqui,Drowning
8/3/2016,Aguadulce -  Cocle,Veh. Accid-Auto
8/19/2016,Bocas Del Toro -  Bocas Del Toro,Veh. Accid-Auto
12/20/2016,David - Chiriqui,Suicide
2/2/2017,Bocas Del Toro,Homicide
5/16/2017,Chiriqui,Veh. Accid-Motorcy.
7/2/2017,El Valle de Anton -  Cocle,Veh. Accid-Auto
7/10/2017,La Mesa -  Veraguas,Veh. Accid-Auto
8/6/2017,Palenque -  Colon,Drowning
9/10/2017,Panama City -  Panama,Unknown/Undetermined
1/4/2018,Panama City -  Panama,Homicide
5/6/2018,David -  Chiriqui,Other Accident
7/20/2018,El Harino -  San Jose -  San Carlos - Panama,Undetermined/Unknown
8/5/2018,Pedregal -  Panama,Homicide
10/14/2018,Pedasi -  Los Santos,Drowning
11/10/2018,Panama City -  Panama,Undetermined/Unknown
12/12/2018,Alanje -  Chiriqui,Drowning
12/30/2018,Pedasi -  Los Santos,Drowning
1/12/2019, Guarumal -  Panama,Drowning
2/4/2019, Ancon -  Amador -  Panama,Maritime Accident
2/12/2019,Panama City -  Panama,Other Accident
2/21/2019,Calidonia -  Panama,Suicide
5/25/2019,Bocas del Toro -  Panama,Maritime Accident
3/26/2007,Alotau -  Milne Bay -  Papua New Guinea,Other Accident
10/5/2010,Efate -  Papua new Guinea,Drowning
11/26/2012,Wewak -  East Sepik -  Papua New Guinea,Other Accident
5/2/2013,Sanma Province -  Vanuatu -  Papua New Guinea,Drowning
5/14/2005,Horqueta -  Paraguay,Veh. Accident-Auto
11/24/2005,Colonia Florida -  J.e. Estigarribia -  Caaguazu -  Paraguay,Other Accident
12/5/2009,Alto Parana -  Paraguay,Homicide
9/7/2010,Asuncion -  Paraguay,Homicide
8/13/2011,Ciudad Del Este -  Paraguay,Homicide
11/27/2011,Paraguari -  Paraguay,Veh. Accid-Auto
4/18/2012,Carmen Del Parana -  Itapua -  Paraguay,Vehicle Accident - Auto
4/18/2012,Carmen Del Parana -  Itapua -  Paraguay,Vehicle Accident - Auto
7/16/2015,Villarrica Hospital - Villarrica,Veh. Accid-Auto
7/30/2016,Clorinda - Formosa,Veh. Accid-Auto
12/17/2017,Asuncion,Homicide
4/9/2019,Curuguaty -  Paraguay,Homicide
1/9/2003,San Geronimo De Paclas -  Luya -  Amazonas -  Peru,Air Accident
6/1/2003,Peru,Other Accident
12/6/2003,Lima -  Peru,Veh. Accident-Auto
2/20/2004,Chancay Province -  Peru,Veh. Accident-Bus
3/24/2004,Cascas -  Trujillo -  Peru,Other Accident
6/3/2004,Av. Del Parque -  La Molina -  Lima -  Peru,Other Accident
2/9/2005,Callao -  Peru,Other Accident
8/23/2005,Pucallpa -  Peru,Air Accident
8/23/2005,Pucallpa -  Peru,Air Accident
3/1/2006,San Jeronimo -  Cusco -  Peru,Other Accident
3/1/2006,San Jeronimo -  Cusco -  Peru,Other Accident
3/31/2006,Kayllapampa-quiquijana Cusco -  Peru,Drowning
3/31/2006,Kayllapampa-quiquijana Cusco -  Peru,Drowning
5/14/2006,Juliaca -  Puno -  Peru,Other Accident
5/24/2006,Talara -  Peru,Drowning
3/11/2007,Panamericana Sur -  Lurin -  Peru,Other Accident
4/22/2007,Cusco -  Cusco -  Peru,Suicide
8/30/2007,Pucallpa -  Ucayali -  Peru,Drug-Related
11/4/2007,Paucartambo -  Cuzco -  Peru,Other Accident
1/3/2008,Cabanaconde -  Arequipa -  Peru,Other Accident
7/5/2008,Abancay -  Peru,Other Accident
1/3/2009,Lima -  Peru,Other Accident
3/19/2009,Lima -  Peru,Other Accident
3/19/2009,Lima -  Peru,Other Accident
4/13/2009,Lima -  Peru,Homicide
6/1/2009,Lima -  Peru,Veh. Accid-Bus
6/1/2009,Lima -  Peru,Veh. Accid-Bus
5/22/2010,Iquitos -  Peru,Drowning
6/3/2010,Caraz - Huaraz -  Peru,Other Accident
7/31/2010,Nevado Yanapaccha -  Huaraz -  Peru,Other Accident
8/1/2010,Morococha -  La Oroya -  Peru,Other Accident
8/27/2010,Lima -  Peru,Homicide
9/19/2010,Carreratera Oxapampa -  Oxapampa-Pozuzo -  Peru,Veh. Accid-Auto
11/4/2010,Chaclacayo -  Peru,Veh. Accid-Other
5/7/2011,Ilo - Moquegua -  Peru,Homicide
5/25/2011,Lima -  Peru,Suicide
10/20/2011,Niraco -  Arequipa -  Peru,Veh. Accid-Auto
2/26/2012,Iquitos -  Peru,Suicide
7/14/2012,Huaraz -  Ancash -  Peru,Other Accident
7/14/2012,Huaraz -  Ancash -  Peru,Other Accident
8/28/2012,Calca -  Cusco -  Peru,Vehicle Accident - Auto
8/28/2012,Calca -  Cusco -  Peru,Vehicle Accident - Auto
9/15/2012,Cusco -  Cusco -  Peru,Vehicle Accident - Motorcycle
10/7/2012,Lima -  Peru,Suicide
12/18/2012,Cusco -  Cusco -  Peru,Drowning
12/27/2012,Huarmey -  Ancash -  Peru,Other Accident
1/1/2013,Cusco -  Peru,Other Accident
1/7/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
1/7/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
1/7/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
1/7/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
1/7/2013,Yarinacocha -  Ucayalli -  Peru,Air Accident
1/23/2013,Lima -  Peru,Other Accident
2/15/2013,Cusco -  Peru,Suicide
2/16/2013,Lima -  Peru,Suicide
3/22/2013,Paracas -  Peru,Suicide
5/19/2013,Lima -  Peru,Drug-Related
6/2/2013,Cusco -  Peru,Suicide
9/1/2013,La Victoria -  San Luis -  Lima -  Peru,Homicide
10/22/2013,Lima -  Peru,Suicide
10/27/2013,Miraflores -  Lima -  Peru,Suicide
11/5/2013,La Estancia -  San Martin -  Peru,Veh. Accid-Motorcy.
5/2/2014,Lima,Suicide
7/14/2014,Nevado Piramide - Caraz - Huaylas -  Ancash,Other Accident
10/31/2014,Taller Bazan - Barranca - Lima,Homicide
12/17/2014,Chuquibambilla - Apurimac,Veh. Accid-Auto
2/14/2015,Sullana -  Piura,Veh. Accid-Auto
6/10/2015,Mancora -  Piura,Suicide
7/13/2015,Lima,Other Accident
8/4/2015,Lima,Suicide
1/1/2016,Cajamarca,Other Accident
1/4/2016,Lima,Veh. Accid-Auto
1/17/2016,Tumbez,Veh. Accid-Auto
4/10/2016,Iquitos,Other Accident
4/10/2016,Iquitos,Other Accident
5/20/2016,San Martin,Suicide
8/14/2016,Yanque -  Arequipa,Disaster
8/20/2016,Calca -  Cusco,Other Accident
8/20/2016,Pisco -  Ica,Drowning
9/21/2016,Ollantantambo -  Cusco,Other Accident
9/22/2016,Cusco,Suicide
11/15/2016,Lima,Suicide
12/8/2016,Iquitos -  Loreto,Drug-Related
1/15/2017,Lima,Suicide
1/24/2017,Lima,Suicide
1/24/2017,Lima,Suicide
3/1/2017,Cusco,Other Accident
6/19/2017,Lima,Homicide
6/21/2017,Lima,Veh. Accid-Auto
6/24/2017,Cusco,Other Accident
7/22/2017,Caraz -  Ancash,Other Accident
12/19/2017,Lima,Homicide
4/26/2018,Huarochiri -  Lima,Other Accident
8/26/2018,Callao -  Callao,Veh. Accid-Auto
9/4/2018,Lima -  Lima,Other Accident
9/25/2018,Cusco -  Cusco,Other Accident
10/24/2018,Urubamba -  Cusco,Suicide
4/11/2019,Lima -  Peru,Suicide
5/24/2019,Cusco -  Peru,Veh. Accid-Motorcy.
5/24/2019,Cusco -  Peru,Veh. Accid-Motorcy.
11/18/2002,Las Pinas City -  Philippines,Homicide
12/10/2002,Calamba City -  Laguna -  Philippines,Homicide
1/15/2003,Karuhatan -  Valenzuela City -  Philippines,Suicide
1/21/2003,Sabang -  Sibonga -  Cebu -  Philippines,Veh. Accident-Pedestrian
3/4/2003,Davao City -  Philippines,Terrorist Action
4/2/2003,Silang -  Cavite -  Philippines,Air Accident
4/17/2003,Brgy. 8 Laoag City Ilocos Norte -  Philippines,Other Accident
4/25/2003,Lupi -  Camarines Sur -  Philippines,Veh. Accident-Auto
4/25/2003,Lupi -  Camarines Sur -  Philippines,Veh. Accident-Auto
4/30/2003,San Leonardo -  Nueva Ecija -  Philippines,Homicide
5/6/2003,Angeles City -  Pampanga -  Philippines,Suicide
6/14/2003,Laoag City -  Ilocos Norte -  Philippines,Veh. Accident-Motorcycle
7/4/2004,North Luzon Expressway -  Dampol 1st -  Pulilan Bulacan -  Phillipines,Veh. Accident-Auto
10/1/2004,San Narciso -  Zambales -  Philippines,Veh. Accid
10/23/2004,San Ildefonso -  Ilocos Sur -  Philippines,Homicide
11/20/2004,San Fernando -  La Union -  Philippines,Veh. Accident
11/23/2004,Carmen -  Davao Del Norte -  Philippines,Homicide
12/3/2004,Dauin -  Negros Oriental -  Philippines,Homicide
3/28/2005,Paranague City -  Philippines,Veh. Accident-Auto
4/23/2005,Angeles City -  Pampanga -  Philippines,Suicide
6/8/2005,Makati City -  Philippines,Homicide
6/28/2005,Poblacion -  Pulilan -  Bulacan -  Philippines,Homicide
7/16/2005,Iloilo -  Philippines,Homicide
7/25/2005,Pampanga -  Philippines,Suicide
7/30/2005,Manila -  Philippines,Homicide
9/13/2005,Calapandayan -  Subic -  Zambales -  Philippines,Homicide
9/16/2005,Calbayog -  Samar -  Philippines,Homicide
11/3/2005,Iba -  Zambales -  The Philippines,Suicide
11/22/2005,Dumaguete City -  Negros Oriental -  The Philippines,Homicide
12/12/2005,Pampanga -  Philippines,Homicide
12/22/2005,Manila -  Philippines,Veh. Accident-Auto
12/26/2005,Olongapo -  Zambales -  The Philippines,Homicide
1/15/2006,San Carlos -  Pangasinan -  Philippines,Homicide
2/9/2006,Along Brgy. Dolores Intersection -  Magalang -  Pampanga -  Philippines,Veh. Accident-Auto
2/19/2006,Pili -  Camarine Sur -  Philippines,Homicide
3/2/2006,Quezon City -  Philippines,Homicide
3/23/2006,Lipa City -  Batangas -  Philippines,Homicide
4/8/2006,Quezon City -  Philippines,Homicide
4/18/2006,Tanza -  Cavite -  Philippines,Homicide
7/19/2006,Barangay-baybayaoas -  Philippines,Homicide
7/24/2006,Cebu City -  Philippines,Homicide
7/29/2006,Baguio- Nemguet -  Philippines,Suicide
8/9/2006,Pukitan-paco -  Philippines,Homicide
8/26/2006,Barangay-sapang Bato -  Philippines,Homicide
9/1/2006,Surigao City -  Suriago Del Norte -  Phillipines,Veh. Accident-Motorcycle
10/27/2006,San Ramon -  Dinalupihan -  Bataan -  Phillipines,Homicide
11/23/2006,Manolo Fortich -  Bukidnon -  Phillipines,Homicide
12/20/2006,Mandaluyong City -  Philippines,Veh. Accident
1/3/2007,Brgy. Sa Roque -  Barobo -  Surigao Del Sur -  Phillipines,Suicide
1/7/2007,Basak -  Kagodoy -  Lapu-lapu -  Cebu -  Phillipines,Suicide
1/23/2007,Barangay Ili Sur -  Municipality Of San Juan -  La Union -  Phillipines,Suicide
2/17/2007,Nagmisahan Cuyapo -  Nueva Ecija -  Phillipines,Veh. Accident-Auto
2/27/2007,Quezon City -  Metro Manila -  Phillipines,Homicide
3/30/2007,Angeles City -  Pampanga -  Phillipines,Veh. Accident-Motorcycle
4/18/2007,Bgy Batad -  Banaue -  Ifugao -  Phillipines,Homicide
7/8/2007,Aringay -  La Union -  Phillipines,Maritime Accident
7/28/2007,Makati City -  Manila -  Phillipines,Drowning
8/15/2007,Nasugbu -  Batangas -  Phillipines,Homicide
9/17/2007,Olongapo City -  Zambales,Suicide
12/22/2007,Tagibilaran City -  Bohol -  Phillipines,Veh. Accid-Motorcy.
12/25/2007,Manila -  Philippines,Suicide
1/10/2008,Quezon City - phillipines,Homicide
1/28/2008,Cavite -  Phillipines,Other Accident
2/9/2008,Ouezon City -  Phillipines,Suicide
2/18/2008,San Marcelino -  Zambales -  Phillipines,Veh. Accid-Other
3/15/2008,National Highway -  Kalaklan - olongapo City - zambales,Veh. Accid-Auto
3/19/2008,Olongapocity - zambales -  Phillipines,Veh. Accid-Auto
4/4/2008,Pangasinan -  Phillipines,Homicide
4/22/2008,Lapu Lapu -  Cebu -  Phillipines,Other Accident
7/2/2008,Pampanga -  Philippines,Homicide
7/8/2008,Bacoor -  Cavite -  Philippines,Veh. Accid-Auto
7/14/2008,Lapu-lapu City -  Cebul -  Philippines,Homicide
8/12/2008,Iloilo City -  Iloilo -  Philippines,Homicide
8/17/2008,Cebu City -  Cebu -  Philippines,Homicide
8/28/2008,Jaro -  Iloilo -  Philippines,Homicide
9/19/2008,Locloc -  Palauig -  Zambales -  Philippines,Drowning
1/8/2009,Makati City -  Manila -  Philippines,Suicide
1/14/2009,Ususan -  Taguig City -  Philippines,Suicide
1/30/2009,Quezon City -  Philippines,Suicide
2/17/2009,Valencia City -  Bukidnon -  Philippines,Homicide
3/5/2009,Angeles City -  Pampanga -  Phillipines,Homicide
3/8/2009,Lapu-lapu -  Cebu -  Philippines,Other Accident
3/25/2009,Cebu City -  Cebu -  Philippines,Veh. Accid-Motorcy.
3/28/2009,Angat -  Bulacan -  Philippines,Homicide
4/1/2009,Legazpi City -  Albay -  Philippines,Homicide
4/16/2009,Tacloban City -  Leyte -  Philippines,Veh. Accid-Auto
5/12/2009,Clarkview -  Angeles City -  Pampanga -  Philippines,Suicide
5/12/2009,Mabalacat -  Pampanga -  Philippines,Homicide
6/6/2009,Makati City -  Philippines,Suicide
6/14/2009,Tabza -  Cavite -  Philippines,Homicide
6/23/2009,Lapu-lapu -  Cebu -  Philippines,Suicide
7/8/2009,Pasig -  Philippines,Other Accident
7/25/2009,Las Pinas -  Philippines,Veh. Accid-Auto
8/9/2009,Bagumbayan - Taguig City -  Philippines,Homicide
8/10/2009,Tagaytay - Cavite -  Philippines,Homicide
8/13/2009,Angeles City - Pampanga -  Philippines,Homicide
8/23/2009,Silang - Cavite -  Philippines,Drowning
8/26/2009,Lapu-Lapu City - Cebu -  Philippines,Homicide
10/2/2009,Dumanjug - Cebu -  Philippines,Homicide
11/10/2009,Lingayen - Pangasinan -  Philippines,Veh. Accid-Motorcy.
12/28/2009,Mabalacat - Pampanga -  Philippines,Veh. Accid-Auto
1/29/2010,l - Iloilo City - Iloilo -  Philippines,Homicide
1/30/2010,Bacolod City - Negros Occidental -  Philippines,Veh. Accid-Auto
2/10/2010,Angeles City - Pampanga -  Philippines,Homicide
3/18/2010,Pasay City -  Philippines,Other Accident
3/22/2010,San Carlos - Pangasinan -  Philippines,Veh. Accid-Auto
3/25/2010,San Jose Del Monte - Bulacan -  Philippines,Homicide
3/25/2010,San Jose Del Monte - Bulacan -  Philippines,Homicide
4/19/2010,Angeles City - Pampanga -  Philippines,Veh. Accid-Pedestr.
4/19/2010,Davao Del Sur -  Philippines,Veh. Accid-Motorcy.
4/23/2010,Malhiao - Badian - Cebu -  Philippines,Veh. Accid-Motorcy.
4/30/2010,Buguias - Benguet -  Philippines,Homicide
5/11/2010,Lipa City - Batangas -  Philippines,Veh. Accid-Pedestr.
5/13/2010,Manila -  Philippines,Other Accident
5/31/2010,Romblon - Romblon -  Philippines,Veh. Accid-Motorcy.
6/24/2010,Angeles City - Pampanga -  Philippines,Veh. Accid-Motorcy.
6/29/2010,Guagua - Pampanga -  Philippines,Homicide
7/7/2010,Pagadian - Zamboanga Del Sur -  Philippines,Suicide
7/11/2010,Sitio Botong -  Sudlon II -  Cebu City -  Cebu -  Philippines,Homicide
7/13/2010,Tinagong Dagat -  Narra - Palawan -  Philippines,Homicide
7/14/2010,Lapu Lapu - Cebu -  Philippines,Veh. Accid-Motorcy.
7/22/2010,Angeles City -  Pampanga -  Philippines,Homicide
8/16/2010,Bacolod City -  Negros Occidental -  Philippines,Other Accident
8/18/2010,Sablan -  Benguet -  Philippines,Veh. Accid-Bus
8/18/2010,Sablan -  Benguet -  Philippines,Veh. Accid-Bus
8/18/2010,Sablan -  Benguet -  Philippines,Veh. Accid-Bus
8/18/2010,Sablan -  Benguet -  Philippines,Veh. Accid-Bus
8/22/2010,Dumaguete City -  Negros Oriental -  Philippines,Veh. Accid-Motorcy.
8/30/2010,Mataasnakahoy -  Batangas -  Philippines,Homicide
9/17/2010,Iriga City -  Camarines Sur -  Philippines,Veh. Accid-Bus
9/19/2010,Angeles City -  Pampanga -  Philippines,Homicide
9/20/2010,Iligan City -  Lanao Del Norte -  Philippines,Homicide
10/5/2010,Balanga City -  Bataan -  Philippines,Veh. Accid-Auto
10/29/2010,Lubang -  Occidental Mindoro -  Philippines,Drowning
11/9/2010,Valencia -  Negros Oriental -  Philippines,Drowning
11/23/2010,Cagayan De Oro City -  Misamis Oriental -  Philippines,Suicide
12/9/2010,Olongapo CIty -  Zambales -  Philippines,Veh. Accid-Auto
12/16/2010,Angeles City -  Pampanga -  Philippines,Homicide
12/27/2010,Pasay City -  Metro Manila -  Philippines,Other Accident
1/27/2011,Koronadal -  South Cotabato -  Philippines,Suicide
1/28/2011,Palawan -  Philippines,Homicide
2/16/2011,Cabanatuan City -  Nueva Ecija -  Philippines,Homicide
2/22/2011,Pasaleng -  Pagudpud -  Ilocos Norte -  Philippines,Homicide
3/12/2011,Barangay E - Rosario -  Batangas -  Philippines,Homicide
3/14/2011,San Pablo City -  Laguna -  Philippines,Homicide
3/30/2011,Cebu City -  Philippines,Homicide
4/8/2011,Shimizhu Island -  Bebeladan -  Palawan,Maritime Accident
5/12/2011,Barobo -  Surigao del Sur province -  Philippines,Homicide
7/8/2011,Silang -  Cavite -  Philippines,Homicide
7/17/2011,Olongapo City -  Zambales -  Philippines,Drowning
7/28/2011,Angeles City -  Pampagna -  Philippines,Homicide
8/9/2011,Laoag City -  Ilocos Norte -  Philippines,Drowning
8/11/2011,Palauig -  Zambales -  Philippines,Homicide
8/28/2011,Paranaque City -  Philippines,Other Accident
9/8/2011,Angeles City -  Pampagna -  Philippines,Homicide
10/6/2011,Angeles City -  Pampagna -  Philippines,Suicide
10/27/2011,Negros -  Occidental -  Philippines,Other Accident
11/9/2011,Makati City -  Philippines,Homicide
11/10/2011,San Fernando -  La Union -  Philippines,Veh. Accid-Auto
11/28/2011,Angeles City -  Pampagna -  Philippines,Suicide
12/3/2011,Manila -  Philippines,Suicide
12/4/2011,Subic -  Zambales -  Philippines,Veh. Accid-Motorcy.
12/16/2011,Jagna -  Bohol -  Philippines,Veh. Accid-Auto
12/19/2011,Palawan -  Philippines,Veh. Accid-Motorcy.
12/23/2011,Pangasinan -  Philippines,Other Accident
12/24/2011,Tagaytay -  Cavite -  Philippines,Homicide
12/26/2011,Makati City -  Philippines,Suicide
1/3/2012,Batangas City -  Batangas -  Philippines,Suicide
1/3/2012,Woodridge Park -  Davao -  Philippines,Homicide
1/27/2012,Marilao -  Bulacan -  Philippines,Vehicle Accident - Auto
1/31/2012,San Marcelino -  Zambales -  Philippines,Homicide
2/6/2012,Quezon City -  Philippines,Suicide
2/12/2012,Angeles City -  Pampanga -  Philippines,Vehicle Accident - Motorcycle
3/1/2012,Dinalupihan -  Bataan -  Philippines,Homicide
4/1/2012,San Felipe -  Zambales -  Philippines,Homicide
4/21/2012,Angeles City -  Pampanga -  Philippines,Other Accident
4/24/2012,Tacloban City -  Leyte -  Philippines,Vehicle Accident - Motorcycle
5/7/2012,Tacloban City -  Leyte -  Philippines,Vehicle Accident - Motorcycle
5/28/2012,Manila -  Philippines,Vehicle Accident - Auto
6/10/2012,Makati -  Philippines,Suicide
7/20/2012,Paranaque City -  Philippines,Homicide
7/24/2012,Manila -  Philippines,Homicide
7/29/2012,Iloilo City -  Philippines,Vehicle Accident - Auto
8/9/2012,San Fernando -  Pampanga -  Philippines,Homicide
8/12/2012,Pasay City -  Philippines,Vehicle Accident - Motorcycle
9/2/2012,Pasay City - Philippines,Homicide
9/4/2012,Olongapo City -  Zambales -  Philippines,Suicide
10/4/2012,Danao City -  Cebu -  Philippines,Homicide
10/7/2012,Nueva Ecija -  Philippines,Homicide
1/21/2013,Angeles City -  Pampanga -  Philippines,Veh. Accid-Auto
1/29/2013,Butuan City -  Agusan Del Norte -  Philippines,Veh. Accid-Auto
2/10/2013,Davao City -  Philippines,Homicide
2/18/2013,Opol -  Misamis Oriental -  Philippines,Homicide
3/19/2013,Malolos -  Bulacan -  Philippines,Homicide
3/31/2013,Baras -  Catanduanes -  Philippines,Drowning
4/9/2013,Digos City -  Davao -  Philippines,Veh. Accid-Auto
4/16/2013,Paranaque -  Philippines,Homicide
4/24/2013,San Juan -  La Union -  Philippines,Veh. Accid-Auto
5/18/2013,Dauin -  Negros Oriental -  Philippines,Drowning
5/21/2013,Bacoor -  Cavite -  Philippines,Veh. Accid-Auto
6/11/2013,Baguio City -  Philippines,Veh. Accid-Auto
6/18/2013,Laoag City -  Ilocos Norte -  Philippines,Homicide
7/27/2013,Urdaneta -  Pangasinan -  Philippines,Homicide
8/8/2013,Vergonville -  Las Pinas -  Philippines,Suicide
8/15/2013,Las Pinas -  Philippines,Homicide
8/22/2013,Cebu -  Philippines,Homicide
9/5/2013,Las Pinas -  Philippines,Suicide
10/20/2013,Misamis Oriental -  Philippines,Homicide
10/29/2013,Manapao -  Pontevedra -  Capiz -  Philippines,Homicide
11/8/2013,Tacloban City -  Leyte -  Philippines,Natural Disaster
11/8/2013,Tanauan -  Leyte -  Philippines,Natural Disaster
11/10/2013,Surigao -  Leyte -  Philippines,Natural Disaster
11/16/2013,Pasig -  Philippines,Suicide
11/20/2013,Las Pinas -  Philippines,Homicide
