Date,City,Cause of Death
5/11/2005,Mexico City -  Distrito Federal -  Mexico,Homicide
5/13/2005,Pedro Moreno 75 -  Yahualica De Gonzalez Gallo -  Jalisco -  Mexico,Veh. Accident-Auto
5/14/2005,Plaza Neptuno -  Local D-1 -  Puerto Vallarta -  Jalisco -  Mexico,Veh. Accident-Auto
5/15/2005,Sayulita -  Nayarit -  Mexico,Suicide
5/16/2005,Rosarito -  Baja California Norte -  Mexico,Homicide
5/17/2005,Puerto Penasco -  Sonora -  Mexico,Drowning
5/21/2005,Cuitlahuac -  Veracruz -  Mexico,Homicide
5/23/2005,Km 3.5 South Coastal Hwy. Cozumel -  Quintana Roo -  Mexico,Veh. Accident-Motorcycle
5/28/2005,Hospital Central -  Ignacio Morones Prieto -  San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Auto
5/31/2005,Acayucan -  Veracruz -  Mexico,Veh. Accident-Auto
6/2/2005,Mexicali -  Baja California Norte -  Mexico,Homicide
6/5/2005,Tulum -  Quintana Roo -  Mexico,Drowning
6/6/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
6/11/2005,Oasis Hotel Beach -  Cancun -  Quintana Roo -  Mexico,Drowning
6/13/2005,Omealca -  Veracruz -  Mexico,Homicide
6/16/2005,Brecha 113 -  Km 82 -  Valle Hermoso -  Tamaulipas -  Mexico,Veh. Accident-Auto
6/16/2005,Cd Juarez -  Chihuahua -  Mexico,Homicide
6/17/2005,Benito Juarez Highway Km 124 -  Salvador Alvarado -  Sinaloa -  Mexico,Veh. Accident-Auto
6/26/2005,Clinica Del Mar -  Mazatlan -  Sinaloa -  Mexico,Veh. Accident-Auto
6/26/2005,Navy Base Hospital -  Acapulco -  Guerrero -  Mexico,Veh. Accident-Pedestrian
6/27/2005,General Hospital -  Mexicali -  Baja California Norte -  Mexico,Veh. Accident-Auto
6/27/2005,Merida -  Yucatan -  Mexico,Suicide
6/30/2005,Tala -  Jalisco -  Mexico,Homicide
7/2/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Veh. Accident-Pedestrian
7/5/2005,Km 73 -  Guadalajara - Saltillo Freeway -  Ixtlahuacan Del Rio -  Jalisco -  Mexico,Veh. Accident-Auto
7/15/2005,Calle Xochita -  Zona Centro -  San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Pedestrian
7/17/2005,Crucero De Bonita -  Km 106 + 250 -  Freeway #15 -  Nayarit -  Mexico,Veh. Accident-Auto
7/18/2005,Apodaca -  Nuevo Leon -  Mexico,Homicide
7/18/2005,Juarez Porvenir -  Db -  Chihuahua -  Mexico,Homicide
7/18/2005,Morelia-copandaro De Galeana -  Michoacan Highway -  Michoacan -  Mexico,Veh. Accident-Pedestrian
7/19/2005,Hospital San Javier -  Guadalajara -  Jalisco -  Mexico,Veh. Accident-Pedestrian
7/23/2005,Escobedo S/n -  Tecuala -  Nayarit -  Mexico,Veh. Accident-Auto
7/24/2005,Acapulco -  Guerrero -  Mexico,Drowning
7/24/2005,Col. Victoria -  Nuevo Laredo -  Mexico,Homicide
7/25/2005,Km 47+300 Mexico-puebla Highway -  Ixtapaluca -  Mexico,Veh. Accident-Auto
7/26/2005,Cuernavaca -  Morelos -  Mexico,Homicide
7/26/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
7/26/2005,Nuevo Progreso -  Veracruz -  Mexico,Other Accident
7/31/2005,Km 2 -  Highway 110 -  La Piedad -  Michoacan -  Mexico,Veh. Accident-Auto
8/4/2005,Ensenada -  Baja California Norte -  Mexico,Veh. Accident-Auto
8/4/2005,La Paz -  Baja California Sur -  Mexico,Veh. Accident-Auto
8/6/2005,Cozumel -  Quintana Roo -  Mexico,Homicide
8/7/2005,Tijuana -  Baja California Norte -  Mexico,Homicide
8/9/2005,Ensenada -  Baja California Norte -  Mexico,Other Accident
8/9/2005,Morelia -  Michoacan -  Mexico,Homicide
8/10/2005,Creel -  Bocoyna -  Chihuahua,Other Accident
8/10/2005,Guanajuato-san Miguel De Allende Highway -  Guanajuato -  Mexico,Veh. Accident-Bus
8/14/2005,Acaponeta -  Nayarit -  Mexico,Homicide
8/15/2005,57 Km Hwy Huizache-matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
8/15/2005,Km 159+600 Of Highway 57 -  Matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
8/15/2005,Km 159+600 Of Highway 57 -  Matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
8/19/2005,Puerta Vallarta -  Jalisco -  Mexico,Suicide
8/19/2005,Tijuana -  Baja California Norte -  Mexico,Suicide
8/24/2005,Vallecillo -  Nuevo Leon -  Mexico,Veh. Accident-Auto
8/25/2005,Avenida Madero Y Revolucion Zona Norte -  Tijuana -  Baja California Norte -  Mexico,Drug-Related
8/27/2005,Cancun -  Quintana Roo -  Mexico,Drowning
8/28/2005,Tijuana -  Baja California Norte -  Mexico,Suicide
8/29/2005,Cd Juarez -  Chihuahua -  Mexico,Homicide
8/29/2005,Tecate -  Baja California Norte -  Mexico,Veh. Accident-Auto
9/2/2005,Puerto Penasco -  Sonora -  Mexico,Drowning
9/4/2005,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Motorcycle
9/10/2005,Nogales -  Sonora -  Mexico,Drug-Related
9/11/2005,Playas De Tijuana -  Baja California Norte -  Mexico,Suicide
9/11/2005,Sanatorio De La Loma -  Tepic -  Nayarit -  Mexico,Drowning
9/12/2005,Tijuana -  Baja California Norte -  Mexico,Homicide
9/19/2005,Zaragoza -  Coahuila -  Mexico,Suicide
9/23/2005,Km 24.950 -  Mexico-nuevo Laredo Highway -  Valles -  San Luis Potosi -  Mexico,Veh. Accident-Auto
9/25/2005,Tototlan -  Jalisco -  Mexico,Other Accident
9/26/2005,Km 1 -  La Loma -  Rio Verde -  San Luis Potosi,Veh. Accident-Auto
9/28/2005,Old Civil Hospital -  Guadalajara -  Jalisco -  Mexico,Other Accident
10/5/2005,Penjamo -  Guanajuato -  Mexico,Homicide
10/5/2005,Royal Sands Hotel -  Cancun -  Quintana Roo -  Mexico,Drowning
10/8/2005,Puerto Penasco -  Sonora -  Mexico,Drowning
10/8/2005,Puerto Penasco -  Sonora -  Mexico,Drowning
10/9/2005,Mexicali -  Baja California Norte -  Mexico,Veh. Accident-Auto
10/13/2005,Antiguo Hospital Civil -  Guadalajara -  Ja Lisco -  Mexico,Veh. Accident-Pedestrian
10/15/2005,Ensenada -  Baja California Norte -  Mexico,Drug-Related
10/15/2005,Rosarito -  Baja California Norte -  Mexico,Veh. Accident-Auto
10/16/2005,Hospital Universitario -  Monterrey -  Nuevo Leon -  Mexico,Other Accident
10/17/2005,San Miguel De Allende -  Guanajuato -  Mexico,Suicide
10/18/2005,Highway 57 -  Matehuala - Huizache -  San Luis Potosi,Veh. Accident-Other
10/18/2005,Tijuana -  Baja California Norte -  Mexico,Homicide
10/20/2005,Naca -  Sonora -  Mexico,Veh. Accident-Motorcycle
10/22/2005,Kilometro 243-20 Autopista De Occidente -  Morelia -  Michoacan -  Mexico,Veh. Accident-Pedestrian
10/23/2005,Tijuana -  Baja California Norte -  Mexico,Homicide
10/24/2005,Carretera Juarez Porvenir Cd Juarez -  Chihuahua -  Mexico,Other Accident
10/25/2005,Veracruz -  Veracruz -  Mexico,Homicide
10/26/2005,San Blas -  Nayarit -  Mexico,Suicide
10/31/2005,Bahia Kino -  Sonora -  Mexico,Homicide
11/1/2005,Matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
11/1/2005,San Jose Del Cabo -  Baja California Sur -  Mexico,Drowning
11/3/2005,Ixtlahuacan Del Rio -  Jalisco -  Mexico,Suicide
11/5/2005,Colonia Santa Fe -  Transpeninsular Km 177 -  Near San Quentin -  Baja California Norte -  Mexico,Other Accident
11/8/2005,Camino Nacional -  Toluca-ixtlahuaca Highway Km 14 -  Palmillas -  Almoloya De Juarez -  Mexico -  Mexico,Veh. Accident-Motorcycle
11/11/2005,Matamoros -  Tamaulipas -  Mexico,Homicide
11/13/2005,General Bravo -  Nuevo Leon -  Mexico,Veh. Accident-Auto
11/15/2005,Mazatlan -  Sinaloa -  Mexico,Other Accident
11/16/2005,Km 30 Carret Transpeninsular -  Lewis -  David San Jose Del Cabo -  Baja California Sur -  Mexico,Veh. Accident-Auto
11/16/2005,Silao -  Guanajluato -  Mexico,Other Accident
11/18/2005,Golfo De Santa Clara -  Sonora -  Mexico,Veh. Accident-Motorcycle
11/18/2005,Hermosillo -  Sonora -  Mexico,Suicide
11/19/2005,Hospital Universitario -  Monterrey -  Nuevo Leon -  Mexico,Other Accident
11/21/2005,Carretera Entronque A Puerto Palomas -  Chihuahua -  Mexico,Veh. Accident-Auto
11/22/2005,Near Acuna -  Coahuila -  Mexico,Veh. Accident-Auto
11/24/2005,Parque Acuatico Cabo Pulmo -  Cabo San Lucas -  Baja California Sur -  Mexico,Drowning
11/24/2005,Parque Acuatico Cabo Pulmo -  San Jose Del Cabo -  Baja California Sur,Other Accident
11/26/2005,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Motorcycle
11/29/2005,Santa Cruz Huatulco -  Oaxaca -  Mexico,Veh. Accident-Motorcycle
11/29/2005,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
11/30/2005,Zamora -  Michoacan -  Mexico,Veh. Accident-Auto
12/2/2005,Mulege -  Baja California Sur -  Mexico,Veh. Accident-Motorcycle
12/3/2005,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
12/4/2005,Ampliacion San Pedro Xalostoc -  Ecatepec -  Mexico,Homicide
12/4/2005,Av. La Paz & Duque De Rivas -  Guadalajara -  Jalisco -  Mexico,Veh. Accident-Motorcycle
12/4/2005,Ejido Rancho Viejo -  Municipality Of Matamoros -  Mexico,Homicide
12/4/2005,Matamoros -  Tamaulipas -  Mexico,Homicide
12/8/2005,Matamoros -  Tamaulipas -  Mexico,Homicide
12/9/2005,Puebla -  Puebla -  Mexico,Veh. Accident-Pedestrian
12/12/2005,Chetumal -  Quintana Roo -  Mexico,Suicide
12/13/2005,Clinica Siglo Xxi -  Mazatlan -  Sinaloa -  Mexico,Veh. Accident-Auto
12/13/2005,Hotel Posada Pablo De Tarso -  San Patricio Melaque -  Jalisco -  Mexico,Other Accident
12/15/2005,Km 18.5 Highway 15 -  Between Vicam And Cuidad Obregon In Cajeme -  Sonora -  Mexico,Veh. Accident-Auto
12/16/2005,At Sea Off Of Veracruz -  Mexico,Maritime Accident
12/16/2005,Monterrey-laredo Highway Km .45+500 -  Clenega De Flores -  Nuevo Leon -  Mexico,Veh. Accident-Auto
12/17/2005,Highway 15 -  Km 185 Hermosillo-guaymas -  Sonora -  Mexico,Veh. Accident-Auto
12/19/2005,Saltillo-mexico Highway Km 90 -  Caohuila -  Mexico,Veh. Accident-Auto
12/20/2005,Ixtlan -  Oaxaca -  Mexico,Veh. Accident-Auto
12/20/2005,Nogales -  Sonora -  Mexico,Drug-Related
12/22/2005,La Concepcion Hospital -  Saltillo -  Coahuila -  Mexico,Veh. Accident-Auto
12/23/2005,Magdalena -  Sonora -  Mexico,Veh. Accident-Auto
12/25/2005,Navojoa -  Sonora -  Mexico,Veh. Accident-Auto
12/26/2005,Coral Hotel And Marina -  Ensenada -  Baja California Norte -  Mexico,Drowning
12/27/2005,Tijuana -  Baja California Norte -  Mexico,Homicide
12/27/2005,Todos Santos -  Baja California Sur -  Mexico,Veh. Accident-Auto
12/28/2005,Km 107+500 -  San Jose Del Cabo-los Barriles Highway -  Baja California Sur -  Mexico,Veh. Accident-Motorcycle
12/28/2005,Mazatlan -  Sinaloa -  Mexico,Veh. Accident-Auto
12/31/2005,Imuris -  Sonora -  Mexico,Veh. Accident-Auto
12/31/2005,Moctezuma -  Sonora -  Mexico,Veh. Accident-Auto
12/31/2005,Nuevo Leon -  Nuevo Leon -  Mexico,Veh. Accident-Auto
1/1/2006,Tototlan -  Jalisco -  Mexico,Veh. Accident-Pedestr
1/2/2006,Matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
1/4/2006,Cozumel -  Quintana Roo -  Mexico,Homicide
1/4/2006,Escuinapa -  Sinaloa -  Mexico,Veh. Accident-Auto
1/4/2006,Jiutepec -  Moreles -  Mexico,Drowning
1/5/2006,Valladolid -  Yucatan -  Mexico,Other Accident
1/5/2006,Zacatecas -  Zacatecas -  Mexico,Veh. Accident-Auto
1/6/2006,Caborca -  Sonora -  Mexico.,Veh. Accident-Auto
1/9/2006,San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Auto
1/10/2006,Empalme -  Sonora -  Mexico,Veh. Accident-Motorcycle
1/11/2006,Hermosillo -  Sonora -  Mexico,Veh. Accident-Auto
1/11/2006,Mazatlan -  Sinaloa -  Mexico,Suicide
1/12/2006,San Pedro Pochutla -  Oaxaca -  Mexico,Drowning
1/14/2006,Guadalajara -  Jalisco -  Mexico,Veh. Accident-Auto
1/18/2006,San Luis Potosi -  San Luis Potosi -  Mexico,Other Accident
1/19/2006,Guadalajara -  Jalisco -  Mexico,Veh. Accident-Auto
1/20/2006,Rosarito -  Baja California Norte -  Mexico,Suicide
1/21/2006,Nahuatzen -  Michoacan -  Mexico,Suicide
1/21/2006,Teloloapan -  Guerrero -  Mexico,Veh. Accident-Auto
1/24/2006,Guadalajara -  Jalisco -  Mexico,Veh. Accident-Auto
1/24/2006,Los Cabos -  Baja California Sur -  Mexico,Drowning
1/25/2006,Rosarito -  Baja California Norte -  Mexico,Suicide
1/25/2006,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
1/28/2006,Mexicali -  Baja California Norte -  Mexico,Veh. Accident-Auto
1/29/2006,Guadalupe -  Nuevo Leon -  Mexico,Homicide
1/30/2006,Toluca-mexico Highway -  Estado De Mexico -  Mexico,Veh. Accident-Auto
2/2/2006,Tijuana -  Baja California Norte -  Mexico,Homicide
2/8/2006,Tijuana -  Baja California Norte -  Mexico,Homicide
2/9/2006,San Ignacio Rio Muerto -  Sonora -  Mexico,Veh. Accident-Auto
2/12/2006,La Peita Da Jaltamba -  Nayarit -  Mexico,Veh. Accident-Motorcycle
2/20/2006,Enc. De Diaz Highway -  Jalisco -  Mexico,Veh. Accident-Auto
2/20/2006,Playa Del Carmen -  Quintana Roo -  Mexico,Veh. Accident-Pedestrian
2/21/2006,Rosarito -  Baja California Norte -  Mexico,Veh. Accident-Auto
2/21/2006,Tijuana -  Baja California Norte -  Mexico,Homicide
2/23/2006,Juchipila -  Zacatecas -  Mexico,Drug-Related
2/23/2006,Los Cabos -  Baja California Sur -  Mexico,Veh. Accident-Auto
2/24/2006,San Quintin -  Baja California Norte -  Mexico,Suicide
2/28/2006,Loma Bonita Ejidal -  Tlaquepaque -  Jalisco -  Mexico,Suicide
3/1/2006,Chetumal -  Quintana Roo -  Mexico,Drowning
3/1/2006,Ciudad Juarez -  Chihuahua -  Mexico,Drug-Related
3/2/2006,Puerto Vallarta -  Jalisco -  Mexico,Suicide
3/4/2006,Tampico -  Tamaulipas -  Mexico,Suicide
3/7/2006,Rancho Santa Fe -  Encarnacion De Diaz -  Jalisco -  Mexico,Drowning
3/9/2006,Queretaro -  Queretaro -  Mexico,Homicide
3/10/2006,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Motorcycle
3/11/2006,San Felipe -  Baja California Norte -  Mexico,Veh. Accident-Motorcycle
3/13/2006,Guadalajara -  Jalisco -  Mexico,Veh. Accident-Motorcycle
3/18/2006,Cibuta/imuris -  Sonora -  Mexico,Veh. Accident-Auto
3/19/2006,Km 47 -  Gomez Palacio-ceballos Highway -  Durango -  Mexico,Veh. Accident-Auto
3/19/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
3/19/2006,Rosarito -  Baja California Norte -  Mexico,Drug-Related
3/22/2006,Morelia -  Michoacan -  Mexico,Veh. Accident-Auto
3/24/2006,Ensenada -  Baja California Norte -  Mexico,Homicide
3/27/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
4/1/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
4/3/2006,Nogales -  Sonora -  Mexico,Suicide
4/8/2006,Escobedo -  Nuevo Leon -  Mexico,Veh. Accident
4/8/2006,Hermosillo -  Sonora -  Mexico,Veh. Accident-Auto
4/9/2006,Imuris -  Sonora -  Mexico,Veh. Accident-Auto
4/9/2006,Nongales -  Sonora -  Mexico,Veh. Accident-Auto
4/9/2006,San Felipe -  Baja California Norte -  Mexico,Veh. Accident-Auto
4/10/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
4/10/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
4/11/2006,Bahia De Banderas -  Nayarit -  Mexico,Suicide
4/12/2006,Higuera Blanca -  Nayarit -  Mexico,Drowning
4/14/2006,Playa Del Carmen -  Quintana Ree -  Mexico,Drowning
4/15/2006,Puerto Penasco -  Sonora -  Mexico,Veh. Accident
4/17/2006,Quintana Roo -  Mexico,Drowning
4/19/2006,Carreteras Anahuac Y Mex-dos -  Nuevo Laredo -  Tamaulipas -  Mexico,Veh. Accident-Auto
4/19/2006,Nuevo Leon -  Tamaulipas -  Mexico,Veh. Accident-Auto
4/19/2006,Puerto Vallarta -  Jalisco -  Mexico,Homicide
4/28/2006,Tijuana -  Baja California Norte -  Mexico,Homicide
4/29/2006,Cerralvo -  Nuevo Leon -  Mexico,Veh. Accident-Auto
4/30/2006,Ensenada -  Baja California Norte -  Mexico,Veh. Accident-Auto
5/7/2006,Tecoman -  Colima -  Mexico,Suicide
5/8/2006,La Paz -  Baja California Sur -  Mexico,Veh. Accident-Auto
5/9/2006,Carbo -  Sonora -  Mexico,Veh. Accident-Auto
5/12/2006,Valladolid -  Yucatan -  Mexico,Veh. Accident-Auto
5/14/2006,Los Mochis -  Sinaloa -  Mexico,Veh. Accident-Auto
5/14/2006,San Felipe -  Baja California Norte -  Mexico,Veh. Accident-Auto
5/17/2006,Guerrero Negro -  Baja California Sur -  Mexico,Veh. Accident-Auto
5/18/2006,Tijuana -  Baja California Norte -  Mexico,Homicide
5/20/2006,Mexicali -  Baja California Norte -  Mexico,Homicide
5/22/2006,Playa Del Carmen -  Quintana Roo -  Mexico,Veh. Accident-Auto
5/25/2006,Ilsa Mujreres -  Quintana Roo -  Mexico,Drowning
5/27/2006,Puerto Vallarta -  Jalisco -  Mexico,Suicide
5/29/2006,Tecate -  Baja California Norte -  Mexico,Homicide
6/1/2006,Ensendada -  Baja California Norte -  Mexico,Suicide
6/2/2006,San Jose Del Cabo -  Baja California Sur -  Mexico,Drowning
6/3/2006,Nuevo Laredo-piedras Negras Highway At Kilometer 34 -  Tamaulipas -  Mexico,Veh. Accident-Auto
6/4/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
6/8/2006,Tula -  Hidalgo -  Mexico,Homicide
6/12/2006,Ensenada -  Baja California -  Mexico,Veh. Accident-Pedestrian
6/16/2006,Salahua -  Manzanillo -  Cotima -  Mexico,Veh. Accident-Pedestrian
6/21/2006,Cancun -  Quintana Roo -  Mexico   ,Other Accid.-Fall
6/24/2006,Km. 91 Carretera Tecate-ensenada -  baja California Norte -  Mexico  ,Veh. Accident-Auto
7/3/2006,Beach Of Cerro -  El Indio -  Mexico,Other Accident
7/3/2006,Sanatorio La Luz -  Veracruz -  Mexico,Other Accident
7/4/2006,Agualeguas -  Nuevo Leon -  Mexico,Homicide
7/4/2006,Tijuana -  Baja California -  Mexico,Homicide
7/6/2006,Vista Hermosa Ciuadad Juarez -  Mexico,Drowning
7/7/2006,Bahia De Kino Sonora -  Mexico,Other Accident
7/7/2006,Cabo San Lucas -  Baja California Sur -  Mexico.,Drowning
7/8/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
7/9/2006,Cancun - qunitana Roo -  Mexico,Veh. Accident-Auto
7/9/2006,Km 92+600 Hwy -  Ciudad Juarez -  Chihuahua -  Mexico,Veh. Accident-Auto
7/9/2006,Km 92+600 Hwy -  Ciudad Juarez -  Chihuahua -  Mexico,Veh. Accident-Auto
7/9/2006,San Pedro Cholula -  Pueblo -  Mexico,Suicide
7/10/2006,Cosamaloapan -  Veracruz -  Mexico,Homicide
7/11/2006,Rio Verde -  San Luis Potosi -  Mexico,Veh. Accident-Auto
7/12/2006,Hermosillo -  Sonora -  Mexico,Veh. Accident-Auto
7/12/2006,Playa Del Mar -  Quintana Roo -  Mexico,Drug-Related
7/12/2006,Tijuana -  Baja Califonia -  Mexico,Homicide
7/13/2006,Cabo Sn Lucas -  Baja California -  Mexico,Drowning
7/15/2006,Ecatopac -  Estado De Mexico,Homicide
7/15/2006,Km 182.6 Guaymas -  Hermosillo -  Sonora -  Mexico,Veh. Accident-Auto
7/15/2006,Km 182.6 Guaymas -  Hermosillo -  Sonora -  Mexico,Veh. Accident-Auto
7/15/2006,Tecate -  Baja California -  Mexico,Veh. Accident-Motorcycle
7/15/2006,Tijuana -  Baja California -  Mexico,Veh. Accident-Auto
7/17/2006,Ciudad Obregon -  Mexico,Veh. Accident-Auto
7/17/2006,Km 26.45 Hwy 15,Veh. Accident-Auto
7/19/2006,Isla Mujeres -  Quintana Roo -  Mexico,Drowning
7/20/2006,Km 159+ Parral Hwy Rodeo -  Durango -  Mexico,Veh. Accident-Auto
7/21/2006,Bucerias -  Nayarit -  Mexico,Other Accident
7/21/2006,Nuevo Leon -  Mexico,Veh. Accident-Auto
7/22/2006,Guadalajara Jal. -  Mexico,Other Accident
7/26/2006,Morelia -  Michoacan -  Mexico,Homicide
7/30/2006,Boulevard Benito -  Peurto Penasco -  Mexico,Veh. Accident-Auto
7/30/2006,Km46+300 -  Sonoyto -  Sonora -  Mexico,Veh. Accident-Auto
7/30/2006,Km46+300 -  Sonoyto -  Sonora -  Mexico,Veh. Accident-Auto
7/30/2006,Km46+300 -  Sonoyto -  Sonora -  Mexico,Veh. Accident-Auto
7/30/2006,Km46+300 -  Sonoyto -  Sonora -  Mexico,Veh. Accident-Auto
7/30/2006,Km46+300 -  Sonoyto -  Sonora -  Mexico,Veh. Accident-Auto
8/5/2006,Ciudad Juarez -  Chihuahua -  Mexico,Veh. Accident-Auto
8/5/2006,Pedro Rosales De Leon Street -  Ciudad Juarez -  Mexico,Veh. Accident-Auto
8/5/2006,Rio Bravo -  Tamaulipas -  Mexico,Veh. Accident-Auto
8/8/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
8/8/2006,Tijuana -  Baja California -  Mexico,Suicide
8/9/2006,Cancun Quintana Roo -  Mexico,Drowning
8/10/2006,La Campina -  Culiacan -  Sinaloa -  Mexico,Veh. Accident-Motorcycle
8/10/2006,Municipio Jose Azueta -  Ixtlan -  Oaxaca -  Mexico,Drowning
8/12/2006,Puerto Morelos -  Quintana Roo -  Mexico,Drowning
8/13/2006,Huasabas -  Sonora -  Mexico,Veh. Accident-Auto
8/22/2006,57 Hwy -  San Rafael -  Galena -  Nuevo Laredo -  Mexico,Veh. Accident-Auto
8/22/2006,Hwy57 -  Galeana -  Nuevo Lardo -  Mexico,Veh. Accident-Auto
8/22/2006,San Quintin -  Baja California -  Mexico,Homicide
8/25/2006,Ensenada -  Baja California -  Mexico,Homicide
8/25/2006,Puerto Palomas -  Chihuahua -  Mexico,Homicide
8/27/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
8/27/2006,Tijuana -  Baja California -  Mexico,Homicide
9/2/2006,Mexico City -  Mexico,Homicide
9/3/2006,Mulege -  Baja California Sur -  Mexico,Drowning
9/3/2006,Tijuana -  Baja California -  Mexico,Homicide
9/4/2006,Tijuana -  Baja California -  Mexico,Homicide
9/5/2006,Cancun -  Quintana Roo -  Mexico,Suicide
9/6/2006,Cancun -  Quintana Roo -  Mexico,Drowning
9/8/2006,Ensenada -  Baja California -  Mexico,Air Accident
9/8/2006,Ensenada -  Baja California -  Mexico,Air Accident
9/8/2006,Ensenada -  Baja California -  Mexico,Air Accident
9/8/2006,Ensenada -  Baja California -  Mexico,Air Accident
9/8/2006,Ensenada -  Baja California -  Mexico,Air Accident
9/8/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
9/10/2006,Rosarito -  Baja California Norte -  Mexico,Homicide
9/13/2006,Chihuahua -  Chihuahua -  Mexico,Veh. Accident-Auto
9/14/2006,Tijuana -  Baja California -  Mexico,Homicide
9/20/2006,Tijuana -  Baja California -  Mexico,Homicide
9/25/2006,Km 56+500 Carretera Esenica -  Rosarito -  Tijuana -  Baja California -  Mexico,Veh. Accident-Auto
9/28/2006,Tijuana -  Baja California -  Mexico,Suicide
10/1/2006,Nogales -  Sonora -  Mexico,Veh. Accident-Auto
10/4/2006,Km 106 Hwy Los Mochis-navajo-huatabambo -  Sonora -  Mexico,Veh. Accident-Auto
10/4/2006,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
10/11/2006,Baja California Sur -  Mexico,Drowning
10/13/2006,Ajijic -  Chapala -  Jalisco -  Mexico,Homicide
10/14/2006,San Felipe -  Baja California Norte -  Mexico,Veh. Accident-Auto
10/17/2006,Camichin De Juaja Frwy -  Nayarit -  Mexico,Veh. Accident-Bus
10/22/2006,Km 50 -  Mexicali -  Baja California -  Mexico,Veh. Accident-Motorcycle
10/22/2006,Mexicali -  Baja California -  Mexico,Veh. Accident-Motorcycle
10/23/2006,Cabo San Lucas -  Baja California Sur -  Mexico.,Drowning
10/27/2006,Cozumel -  Quintana Roo -  Mexico,Drowning
