,Date,City,Country,Cause of Death,Year,Month
337,4/5/2011,Queensland -  Australia,Australia,other accident,2011,4
338,4/21/2011,Marla -  South Australia,Australia,vehicle accident,2011,4
339,7/5/2011,New South Wales -  Australia,Australia,suicide,2011,7
340,8/4/2011,Subiaco Perth -  Australia,Australia,homicide,2011,8
341,10/22/2011,Armstrong Island -  Australia,Australia,maritime accident,2011,10
342,11/9/2011,Victoria -  Australia,Australia,suicide,2011,11
343,11/13/2011,Kalbarri -  Western Australia Australia,Australia,vehicle accident,2011,11
344,1/12/2012,Randwick -  New South Wales -  Australia,Australia,suicide,2012,1
345,2/4/2012,Nowra -  New South Wales -  Australia,Australia,air accident,2012,2
346,2/9/2012,Agincourt Reef -  Australia,Australia,drowning,2012,2
347,4/4/2012,Adelaide -  South Australia,Australia,drug-related,2012,4
348,8/18/2012,Georges Hall -  New South Wales -  Australia,Australia,drug-related,2012,8
349,8/22/2012,Jindalee -  Queensland -  Australia,Australia,other accident,2012,8
350,8/26/2012,Bonnie Doon -  Victoria -  Australia,Australia,vehicle accident,2012,8
351,12/8/2012,Margaret River -  Western Australia -  Australia,Australia,drowning,2012,12
352,1/11/2013,Perth -  Australia,Australia,vehicle accident,2013,1
353,1/21/2013,Tasmania -  Australia,Australia,vehicle accident,2013,1
354,2/23/2013,New South Wales -  Australia,Australia,homicide,2013,2
355,3/1/2013,New South Wales -  Australia,Australia,drowning,2013,3
356,3/16/2013,Queensland -  Australia,Australia,other accident,2013,3
357,3/16/2013,Sydney Harbor -  Australia,Australia,suicide,2013,3
358,4/20/2013,New South Wales -  Australia,Australia,suicide,2013,4
359,4/26/2013,Victoria -  Australia,Australia,vehicle accident,2013,4
360,8/26/2013,Haberfield -  New South Wales -  Australia,Australia,vehicle accident,2013,8
361,10/7/2013,Kurnell -  New South Wales -  Australia,Australia,drowning,2013,10
362,10/20/2013,Frankston -  Victoria -  Australia,Australia,suicide,2013,10
363,10/26/2013,Western Australia,Australia,drowning,2013,10
364,12/14/2013,Euroa -  Victoria -  Australia,Australia,other accident,2013,12
365,12/22/2013,Hay Point -  Australia,Australia,suicide,2013,12
366,2/10/2014,Queensland,Australia,suicide,2014,2
367,3/8/2014,Burleigh Heads -  Queensland,Australia,other accident,2014,3
368,5/20/2014,Goulburn -  New South Wales,Australia,drug-related,2014,5
369,6/10/2014,Queensland,Australia,vehicle accident,2014,6
370,6/30/2014,New South Wales,Australia,suicide,2014,6
371,7/19/2014,Pheasants Nest -  New South Wales,Australia,suicide,2014,7
372,8/3/2014,Brewarrina - New South Wales,Australia,vehicle accident,2014,8
373,8/9/2014,Muswellbrook - New South Wales,Australia,suicide,2014,8
374,9/9/2014,Wamberal -  New South Wales,Australia,suicide,2014,9
375,9/14/2014,Paddington - New South Wales,Australia,suicide,2014,9
376,9/24/2014, Queensland,Australia,suicide,2014,9
377,10/1/2014, Ingleburn -  New South Wales,Australia,suicide,2014,10
378,10/19/2014,Sydney,Australia,suicide,2014,10
379,12/25/2014,Queensland,Australia,drowning,2014,12
380,12/26/2014,Darling Point,Australia,other accident,2014,12
381,1/13/2015,Gosnells -  Perth,Australia,suicide,2015,1
382,2/27/2015,New South Wales,Australia,suicide,2015,2
383,3/10/2015,Silverton -  New South Wales,Australia,vehicle accident,2015,3
384,3/13/2015,Perth -  Western Australia,Australia,suicide,2015,3
385,3/20/2015,Bedforddale -  Near Jarrahdale -  Western Australia,Australia,vehicle accident,2015,3
386,3/21/2015,Carins -  Queensland,Australia,drowning,2015,3
387,7/7/2015,Surry Hills -  New South Wales,Australia,suicide,2015,7
388,8/6/2015,Cairns,Australia,drowning,2015,8
389,9/5/2015,Melbourne,Australia,suicide,2015,9
390,9/24/2015,Melbourne,Australia,suicide,2015,9
391,10/2/2015,Canberra,Australia,other accident,2015,10
392,1/24/2016,Queensland,Australia,vehicle accident,2016,1
393,2/19/2016,Queensland,Australia,suicide,2016,2
394,3/7/2016,Queensland,Australia,drowning,2016,3
395,6/1/2016,Queensland,Australia,drowning,2016,6
396,6/6/2016,New South Wales,Australia,drowning,2016,6
397,6/6/2016,Victoria,Australia,homicide,2016,6
398,7/16/2016,Victoria,Australia,unknown/undetermined,2016,7
399,7/23/2016,Lithgow -  New South Wales,Australia,homicide,2016,7
400,10/27/2016,Goomboorian -  Queensland,Australia,vehicle accident,2016,10
401,10/30/2016,Wandandian -  Nowra -  New South Wales,Australia,vehicle accident,2016,10
402,11/7/2016,Nambour -  Queensland,Australia,unknown/undetermined,2016,11
403,12/6/2016,Tweed Heads -  New South Wales,Australia,other accident,2016,12
404,12/15/2016,Liverpool -  New South Wales,Australia,unknown/undetermined,2016,12
405,12/25/2016,Cottesloe -  Western Australia,Australia,unknown/undetermined,2016,12
406,1/18/2017,Queensland,Australia,drowning,2017,1
407,2/10/2017,South Australia,Australia,suicide,2017,2
408,2/18/2017,New South Wales,Australia,suicide,2017,2
409,2/21/2017,Victoria,Australia,air accident,2017,2
410,2/21/2017,Victoria,Australia,air accident,2017,2
411,2/21/2017,Victoria,Australia,air accident,2017,2
412,2/21/2017,Victoria,Australia,air accident,2017,2
413,4/10/2017,Victoria,Australia,vehicle accident,2017,4
414,9/3/2017,Greensborough -  Victoria,Australia,suicide,2017,9
415,10/28/2017,Howard Springs -  Northern Territory,Australia,unknown/undetermined,2017,10
416,1/9/2018,Wollongong -  New South Wales,Australia,drowning,2018,1
417,1/10/2018,Niagara Park -  New South Wales,Australia,suicide,2018,1
418,3/21/2018,Whitsundays -  Queensland,Australia,air accident,2018,3
419,3/21/2018,Whitsundays -  Queensland,Australia,air accident,2018,3
420,4/29/2018,Gerogery -  New South Wales,Australia,vehicle accident,2018,4
421,4/29/2018,Gerogery -  New South Wales,Australia,vehicle accident,2018,4
422,5/22/2018,Caringbah - New South Wales,Australia,drug-related,2018,5
423,7/16/2018,Railway Estate -  Queensland,Australia,unknown/undetermined,2018,7
424,7/23/2018,Kurnell -  New South Wales,Australia,drowning,2018,7
425,10/27/2018,Port Douglas -  Queensland,Australia,drowning,2018,10
426,11/23/2018,Horseshoe Bay -  Queensland,Australia,drowning,2018,11
427,1/31/2019,Sydney -  Australia,Australia,vehicle accident,2019,1
428,12/5/2002,Oberwart -  Austria,Austria,other accident,2002,12
429,12/8/2002,Krems -  Austria,Austria,vehicle accident,2002,12
430,12/21/2002,Graz -  Austria,Austria,suicide,2002,12
431,9/24/2003,Vienna -  Austria,Austria,other accident,2003,9
432,12/16/2003,Federal Highway B-154 Between Plomberg And Scharfling -  Austria,Austria,vehicle accident,2003,12
433,5/28/2004,Angath -  Tyrol -  A12 Austrian Highway -  Austra,Austria,vehicle accident,2004,5
434,1/22/2005,Gampberg Mountain -  St. Anton -  Tyrol -  Austria,Austria,disaster,2005,1
435,9/17/2005,Triesterstrasse -  Graz -  Austria,Austria,vehicle accident,2005,9
436,5/3/2006,Rosianfeld 2 -  St. Johann Im Pongau -  Austria,Austria,other accident,2006,5
437,5/3/2006,Rosianfeld 2 -  St. Johann Im Pongau -  Austria,Austria,other accident,2006,5
438,8/12/2006,Kufstein -  Austria,Austria,suicide,2006,8
439,9/14/2006,Brand -  Vorarlberg -  Austria,Austria,other accident,2006,9
440,10/18/2006,Vienna -  Austria,Austria,suicide,2006,10
441,10/22/2007,Schottenfeldgasse 3 -  Neusiedl/zaya,Austria,other accident,2007,10
442,5/19/2008,Vienna -  Austria,Austria,suicide,2008,5
443,6/11/2008,Salzburg -  Austria,Austria,vehicle accident,2008,6
444,6/30/2008,Haritzersteig-leiterschlucht -  Carinthia -  Austria,Austria,other accident,2008,6
445,9/13/2008,Vienna -   Austria,Austria,other accident,2008,9
446,12/3/2008,Vienna -   Austria,Austria,suicide,2008,12
447,5/26/2009,Salzburg -  Austria,Austria,vehicle accident,2009,5
448,7/5/2009,Baden. Austria,Austria,suicide,2009,7
449,11/26/2009,Jennersdorf -  Austria,Austria,suicide,2009,11
450,2/3/2010,Salzburg -  Austria,Austria,other accident,2010,2
451,10/8/2010,Vienna -  Austria,Austria,suicide,2010,10
452,11/16/2010,Reutte -  Austria,Austria,other accident,2010,11
453,2/14/2011,Salzburg -  Austria,Austria,other accident,2011,2
454,12/29/2011,Vienna -  Austria,Austria,other accident,2011,12
455,6/28/2012,St. Nikola an der Donau -  Austria,Austria,suicide,2012,6
456,9/13/2012,Vienna -  Austria,Austria,drug-related,2012,9
457,11/9/2012,Klagenfurt -  Austria,Austria,suicide,2012,11
458,8/19/2013,Vienna -  Austria,Austria,suicide,2013,8
459,1/1/2014,Rohrberg,Austria,vehicle accident,2014,1
460,1/5/2015,Soelden -  Tyrol,Austria,natural disaster,2015,1
461,1/5/2015,Soelden -  Tyrol,Austria,natural disaster,2015,1
462,1/7/2015,Hohenems,Austria,suicide,2015,1
463,6/7/2016,Innsbruck,Austria,other accident,2016,6
464,4/29/2018,Reutte -  Tyrol,Austria,other accident,2018,4
465,8/1/2017,Baku,Azerbaijan,drowning,2017,8
466,11/17/2002,Island Of San Salvador -  The Bahamas,Bahamas,drowning,2002,11
467,12/15/2002,Providenciales -  Turks And Caicos Islands -  British West Indies,Turks and Caicos,drowning,2002,12
468,1/1/2003,Andros -  The Bahamas,Bahamas,drowning,2003,1
469,1/21/2003,Nassau -  The Bahamas,Bahamas,drowning,2003,1
470,3/25/2003,Mermaid Reef -  Marsh Harbour -  Abaco -  The Bahamas,Bahamas,drowning,2003,3
471,5/31/2003,Green Turtle Cay -  Abaco -  The Bahamas,Bahamas,maritime accident,2003,5
472,7/18/2003,Freeport -  Grand Bahamas -  The Bahamas,Bahamas,air accident,2003,7
473,8/15/2003,Freeport -  Grand Bahamas -  The Bahamas,Bahamas,drowning,2003,8
474,8/29/2003,Cable Beach -  Nassau -  The Bahamas,Bahamas,maritime accident,2003,8
475,12/10/2003,Nassau -  The Bahamas,Bahamas,drowning,2003,12
476,1/3/2004,Bimini -  The Bahamas,Bahamas,drowning,2004,1
477,1/23/2004,Freeport -  The Bahamas,Bahamas,vehicle accident,2004,1
478,5/27/2004,Marsh Harbour -  Abaco -  The Bahamas,Bahamas,air accident,2004,5
479,5/27/2004,Marsh Harbour -  Abaco -  The Bahamas,Bahamas,air accident,2004,5
480,5/28/2004,Cat Cay -  Bimini -  The Bahamas,Bahamas,drowning,2004,5
481,6/15/2004,Guana Cay -  Abaco -  The Bahamas,Bahamas,drowning,2004,6
482,8/1/2004,Harbour Island -  Eleuthera -  The Bahamas,Bahamas,drowning,2004,8
483,10/19/2004,New Bight -  Cat Island -  The Bahamas,Bahamas,homicide,2004,10
484,10/29/2004,Cabbage Beach -  Nassau -  The Bahamas,Bahamas,drowning,2004,10
485,11/23/2004,Paradise Island -  Nassau -  The Bahamas,Bahamas,maritime accident,2004,11
486,1/9/2005,Greenwood Resort -  Cat Island -  The Bahamas,Bahamas,other accident,2005,1
487,2/9/2005,Freeport -  The Bahamas,Bahamas,suicide,2005,2
488,3/3/2005,Big Whale Cay -  Berry Islands -  The Bahamas,Bahamas,drowning,2005,3
489,3/3/2005,Big Whale Cay -  Berry Islands -  The Bahamas,Bahamas,drowning,2005,3
490,3/25/2005,Gun Cay -  Bimini -  The Bahamas,Bahamas,drowning,2005,3
491,5/30/2005,Nassau -  The Bahamas,Bahamas,other accident,2005,5
492,6/5/2005,Nassau Yacht Haven -  Nassau -  The Bahamas,Bahamas,other accident,2005,6
493,6/9/2005,Andros -  The Bahamas,Bahamas,drowning,2005,6
494,6/22/2005,Freeport -  The Bahamas,Bahamas,drowning,2005,6
495,7/5/2005,Freeport -  The Bahamas,Bahamas,drowning,2005,7
496,7/11/2005,Nassau -  The Bahamas,Bahamas,vehicle accident,2005,7
497,8/18/2005,West Bay Street -  Nassau -  The Bahamas,Bahamas,vehicle accident,2005,8
498,8/23/2005,Freeport -  Grand Bahamas -  The Bahamas,Bahamas,homicide,2005,8
499,9/8/2005,Norman's Cay -  Exuma -  The Bahamas,Bahamas,air accident,2005,9
500,2/20/2006,San Salvador -  The Bahamas,Bahamas,other accident,2006,2
501,3/24/2006,Freeport -  The Bahamas,Bahamas,vehicle accident,2006,3
502,3/25/2006,Freeport -  The Bahamas,Bahamas,vehicle accident,2006,3
503,5/3/2006,Nassau -  The Bahamas,Bahamas,other accident,2006,5
504,5/28/2006,Freeport -  Grand Bahamas -  The Bahamas,Bahamas,drowning,2006,5
505,6/29/2006,Nassau -  The Bahamas,Bahamas,other accident,2006,6
506,7/17/2006,Abaco -  Hope Town -  The Bahamas,Bahamas,suicide,2006,7
507,8/19/2006,Providenciales -  The Bahamas,Bahamas,suicide,2006,8
508,10/5/2006,Freeport -  Grand Bahamas -  The Bahamas,Bahamas,drowning,2006,10
509,3/5/2007,Freeport -  Grand Bahamas -  The Bahamas,Bahamas,drowning,2007,3
510,3/12/2007,Morgans Bluff -  Andros -  The Bahamas,Bahamas,vehicle accident,2007,3
511,4/10/2007,Big Whale Cay -  Berry Island -  The Bahamas,Bahamas,air accident,2007,4
512,4/10/2007,Big Whale Cay -  Berry Island -  The Bahamas,Bahamas,air accident,2007,4
513,4/10/2007,Fortune Bay -  Lucaya -  Freeport -  The Bahamas,Bahamas,drowning,2007,4
514,5/6/2007,Treasue Cay -  Abaco -  The Bahamas,Bahamas,maritime accident,2007,5
515,7/15/2007,Paradise Island -  Nassau,Bahamas,other accident,2007,7
516,7/22/2007,Marsh Harbour Clinic -  Abaco,Bahamas,drowning,2007,7
517,8/19/2007,Winding Bay -  Marsh Harbour -  Abaco,Bahamas,other accident,2007,8
518,11/3/2007,Freeport -  The Bahamas,Bahamas,vehicle accident,2007,11
519,11/4/2007,Freeport,Bahamas,vehicle accident,2007,11
520,11/4/2007,Nassau -  The Bahamas,Bahamas,vehicle accident,2007,11
521,11/20/2007,Waters Off South Ocean -  Nassau -  The Bahamas,Bahamas,drowning,2007,11
522,1/14/2008,Freeport -  The Bahamas,Bahamas,drowning,2008,1
523,2/18/2008,Nassau -  The Bahamas,Bahamas,vehicle accident,2008,2
524,3/24/2008,The Bahamas,Bahamas,air accident,2008,3
525,3/24/2008,The Bahamas,Bahamas,air accident,2008,3
526,6/27/2008,Nassau -  The Bahamas,Bahamas,suicide,2008,6
527,7/28/2008,Fowl Cay - abaco,Bahamas,drowning,2008,7
528,8/8/2008,Alice Town - bimini,Bahamas,drowning,2008,8
529,10/27/2008,Nassau -  The Bahamas,Bahamas,drowning,2008,10
530,12/27/2008,Freeport -  The Bahamas,Bahamas,vehicle accident,2008,12
531,4/10/2009,Harbour Isl -  Eleuthera,Bahamas,vehicle accident,2009,4
532,5/20/2009,Governors Harbour -  Eleuthera,Bahamas,drowning,2009,5
533,6/3/2009,Stuart's Cove -  Nassau,Bahamas,drowning,2009,6
534,6/7/2009,Rainbow Beach -  Eleuthera,Bahamas,drowning,2009,6
535,6/7/2009,Rainbow Beach -  Eleuthera,Bahamas,drowning,2009,6
536,6/10/2009,San Salvador,Bahamas,drowning,2009,6
537,8/7/2009,Nassau -  The Bahamas,Bahamas,homicide,2009,8
538,8/12/2009,Abaco -  The Bahamas,Bahamas,drowning,2009,8
539,11/11/2009,Nassau -  The Bahamas,Bahamas,other accident,2009,11
540,12/12/2009,Chubb Cay - Berry Island -  The Bahamas,Bahamas,air accident,2009,12
541,12/17/2009,Inagua -  The Bahamas,Bahamas,air accident,2009,12
542,12/17/2009,Inagua -  The Bahamas,Bahamas,air accident,2009,12
543,12/24/2009,,Bahamas,air accident,2009,12
544,1/17/2010,Bimini -  The Bahamas,Bahamas,air accident,2010,1
545,1/17/2010,Bimini -  The Bahamas,Bahamas,air accident,2010,1
546,1/17/2010,Bimini -  The Bahamas,Bahamas,air accident,2010,1
547,1/26/2010,The Bahamas,Bahamas,vehicle accident,2010,1
548,3/17/2010,Nassau -  The Bahamas,Bahamas,drowning,2010,3
549,4/3/2010,Providenciales -  The Bahamas,Bahamas,drowning,2010,4
550,4/17/2010,Fresh Creek - Andros -  The Bahamas,Bahamas,drowning,2010,4
551,4/24/2010,Abaco -  The Bahamas,Bahamas,drowning,2010,4
552,4/30/2010,Freeport -  The Bahamas,Bahamas,drowning,2010,4
553,5/5/2010,Freeport -  The Bahamas,Bahamas,drowning,2010,5
554,5/9/2010,Nassau -  The Bahamas,Bahamas,drowning,2010,5
555,6/10/2010,Nassau -  The Bahamas,Bahamas,drowning,2010,6
556,7/28/2010,Guana Cay -  Abaco -  The Bahamas,Bahamas,drowning,2010,7
557,8/16/2010,Princess Cays -  Eleuthera -  The Bahamas,Bahamas,drowning,2010,8
558,12/14/2010,The Bahamas,Bahamas,air accident,2010,12
559,12/24/2010,Half Moon Cay -  Eleuthera -  The Bahamas,Bahamas,drowning,2010,12
560,12/29/2010,Nassau -  The Bahamas,Bahamas,drowning,2010,12
561,4/4/2011,Freeport -  The Bahamas,Bahamas,drowning,2011,4
562,5/1/2011,Nassau -  The Bahamas,Bahamas,drowning,2011,5
563,5/6/2011,Nassau -  The Bahamas,Bahamas,maritime accident,2011,5
564,6/7/2011,Nassau -  The Bahamas,Bahamas,drowning,2011,6
565,6/16/2011,The Bahamas,Bahamas,maritime accident,2011,6
566,8/17/2011,Providenciales -  The Bahamas,Bahamas,drowning,2011,8
567,11/7/2011,Abaco -  The Bahamas,Bahamas,drowning,2011,11
568,12/7/2011,Providenciales -  The Bahamas,Bahamas,drowning,2011,12
569,12/18/2011,Abaco -  The Bahamas,Bahamas,vehicle accident,2011,12
570,12/28/2011,Windermere Island -  Eleuthera -  The Bahamas,Bahamas,suicide,2011,12
571,1/9/2012,Freeport -  The Bahamas,Bahamas,homicide,2012,1
572,1/28/2012,Nassau  -  The Bahamas,Bahamas,other accident,2012,1
573,2/13/2012,Exuma Cays -  Exuma -  The Bahamas,Bahamas,drowning,2012,2
574,3/24/2012,Providenciales -  Turks & Caicos,Turks and Caicos ,maritime accident,2012,3
575,3/25/2012,Treasure Cay -  Abaco -  The Bahamas,Bahamas,air accident,2012,3
576,3/25/2012,Treasure Cay -  Abaco -  The Bahamas,Bahamas,air accident,2012,3
577,3/25/2012,Treasure Cay -  Abaco -  The Bahamas,Bahamas,air accident,2012,3
578,3/25/2012,Treasure Cay -  Abaco -  The Bahamas,Bahamas,air accident,2012,3
579,4/7/2012,Providenciales -  Turks & Caicos,Turks and Caicos ,drowning,2012,4
580,5/15/2012,Freeport -  The Bahamas,Bahamas,drowning,2012,5
581,6/17/2012,Freeport -  The Bahamas,Bahamas,drowning,2012,6
582,6/21/2012,Nassau  -  The Bahamas,Bahamas,drowning,2012,6
583,7/5/2012,Grand Cay -  Abaco -  The Bahamas,Bahamas,drowning,2012,7
584,7/8/2012,Bimini -  The Bahamas,Bahamas,suicide,2012,7
585,9/8/2012,Exuma -  The Bahamas,Bahamas,drowning,2012,9
586,9/17/2012,Freeport -  The Bahamas,Bahamas,suicide,2012,9
587,1/31/2013,Nassau -  Bahamas,Bahamas,other accident,2013,1
588,2/4/2013,Eleuthera -  Bahamas,Bahamas,vehicle accident,2013,2
589,2/28/2013,Nassau -  Bahamas,Bahamas,other accident,2013,2
590,3/9/2013,Nassau -  Bahamas,Bahamas,drowning,2013,3
591,4/20/2013,Eleuthera -  Bahamas,Bahamas,drowning,2013,4
592,5/12/2013,Nassau -  Bahamas,Bahamas,homicide,2013,5
593,5/15/2013,Freeport -  Bahamas,Bahamas,drowning,2013,5
594,6/17/2013,Bimini -  Bahamas,Bahamas,suicide,2013,6
595,6/23/2013,Nassau -  The Bahamas,Bahamas,drowning,2013,6
596,7/11/2013,Abaco -  The Bahamas,Bahamas,drowning,2013,7
597,11/6/2013,Paradise Island -  Nassau -  The Bahamas,Bahamas,drowning,2013,11
598,11/10/2013,Freeport -  The Bahamas,Bahamas,air accident,2013,11
599,11/10/2013,Freeport -  The Bahamas,Bahamas,air accident,2013,11
600,11/10/2013,Freeport -  The Bahamas,Bahamas,air accident,2013,11
601,11/10/2013,Freeport -  The Bahamas,Bahamas,air accident,2013,11
602,11/17/2013,Long Island -  The Bahamas,Bahamas,drowning,2013,11
603,11/20/2013,Gregory Town -  Eleuthera -  The Bahamas,Bahamas,vehicle accident,2013,11
604,1/20/2014,Cowpen Rd. Nassau,Bahamas,homicide,2014,1
605,1/24/2014,Freeport,Bahamas,homicide,2014,1
606,2/25/2014,San Salvador,Bahamas,drowning,2014,2
607,3/1/2014,Nassau,Bahamas,drowning,2014,3
608,3/5/2014,Nassau,Bahamas,drowning,2014,3
609,3/14/2014,Bimini,Bahamas,homicide,2014,3
610,3/16/2014,Nassau,Bahamas,homicide,2014,3
611,3/19/2014,Nassau,Bahamas,drowning,2014,3
612,4/4/2014,Georgetown - Exuma,Bahamas,drowning,2014,4
613,4/28/2014,Grace Bay - Providenciales,Bahamas,drowning,2014,4
614,5/11/2014,Abaco,Bahamas,drowning,2014,5
615,5/26/2014,Turtle Rock - South Bimini,Bahamas,maritime accident,2014,5
616,6/9/2014,Abaco,Bahamas,drowning,2014,6
617,8/1/2014,Eleuthera,Bahamas,drowning,2014,8
618,8/10/2014,Nassau,Bahamas,homicide,2014,8
619,8/18/2014,Freeport -  Grand Bahama,Bahamas,air accident,2014,8
620,8/18/2014,Freeport -  Grand Bahama,Bahamas,air accident,2014,8
621,8/18/2014,Freeport -  Grand Bahama,Bahamas,air accident,2014,8
622,9/27/2014,Freeport,Bahamas,drowning,2014,9
623,10/24/2014,Eleuthera,Bahamas,air accident,2014,10
624,11/9/2014,Freeport -  Grand Bahama,Bahamas,air accident,2014,11
625,11/9/2014,Freeport - Grand Bahama,Bahamas,air accident,2014,11
626,12/2/2014,Nassau,Bahamas,air accident,2014,12
627,12/10/2014,Paradise Island,Bahamas,drowning,2014,12
628,12/15/2014,West End  - Grand Bahama,Bahamas,drowning,2014,12
629,1/12/2015,Providenciales,Bahamas,drowning,2015,1
